# Steple pair pool
# Generated: 2026-06-06
# Word length: 4   Moves: 4–5   Sample: 500,000
# Pairs: 19752 (easy: 13521, medium: 6231, hard: 0)
# Format: START,TARGET  # score=N tier=X moves=N avg=N min=N conc=N
# ── Easy (score 1–6, moves 4) ───────────────────────────
BARN,NITE  # score=5 tier=easy moves=4 avg=20.4 min=15 conc=0.46
BARN,HITS  # score=5 tier=easy moves=4 avg=25 min=16 conc=0.48
BARN,MIND  # score=5 tier=easy moves=4 avg=14.8 min=8 conc=0.42
BARS,DICE  # score=5 tier=easy moves=4 avg=23.2 min=17 conc=0.42
BARS,WISE  # score=5 tier=easy moves=4 avg=24.2 min=16 conc=0.41
BARS,LEST  # score=5 tier=easy moves=4 avg=22.2 min=16 conc=0.48
BARS,MIND  # score=5 tier=easy moves=4 avg=22.2 min=14 conc=0.43
BARS,SITH  # score=5 tier=easy moves=4 avg=23 min=8 conc=0.45
BARS,RICE  # score=5 tier=easy moves=4 avg=22.4 min=18 conc=0.45
BARS,WIFE  # score=5 tier=easy moves=4 avg=23.2 min=11 conc=0.45
BARS,DIRT  # score=5 tier=easy moves=4 avg=20.6 min=9 conc=0.41
BARS,SINE  # score=5 tier=easy moves=4 avg=27 min=24 conc=0.42
BARS,WOKE  # score=5 tier=easy moves=4 avg=23.8 min=12 conc=0.47
BARS,LEND  # score=5 tier=easy moves=4 avg=19.6 min=12 conc=0.47
BARS,COMP  # score=5 tier=easy moves=4 avg=19.6 min=8 conc=0.45
BARS,COME  # score=5 tier=easy moves=4 avg=24.6 min=20 conc=0.41
BASE,DONG  # score=5 tier=easy moves=4 avg=20.6 min=13 conc=0.45
BASE,SUNS  # score=5 tier=easy moves=4 avg=23.8 min=18 conc=0.4
BASE,FORK  # score=5 tier=easy moves=4 avg=20.4 min=11 conc=0.46
BASE,CONS  # score=5 tier=easy moves=4 avg=22.8 min=18 conc=0.42
BASE,FORT  # score=5 tier=easy moves=4 avg=21.2 min=15 conc=0.43
BASE,SETS  # score=5 tier=easy moves=4 avg=24.4 min=18 conc=0.46
BASE,CUPS  # score=5 tier=easy moves=4 avg=20 min=14 conc=0.46
BASE,DOME  # score=5 tier=easy moves=4 avg=20.4 min=18 conc=0.45
BASE,RANT  # score=5 tier=easy moves=4 avg=16.8 min=9 conc=0.42
BASE,HERD  # score=5 tier=easy moves=4 avg=19.6 min=12 conc=0.43
BASE,BETA  # score=5 tier=easy moves=4 avg=14.4 min=7 conc=0.47
BASE,COPS  # score=5 tier=easy moves=4 avg=20.8 min=18 conc=0.44
BASE,TONY  # score=5 tier=easy moves=4 avg=19.6 min=12 conc=0.42
BASE,WORM  # score=5 tier=easy moves=4 avg=20.8 min=10 conc=0.44
BASH,TONE  # score=5 tier=easy moves=4 avg=21 min=18 conc=0.47
BASH,HIRE  # score=5 tier=easy moves=4 avg=20.2 min=13 conc=0.47
BASH,HERE  # score=5 tier=easy moves=4 avg=21 min=17 conc=0.43
BASH,DIRE  # score=5 tier=easy moves=4 avg=21.4 min=18 conc=0.43
BASH,FORE  # score=5 tier=easy moves=4 avg=22 min=18 conc=0.46
BASS,LORD  # score=5 tier=easy moves=4 avg=18.6 min=10 conc=0.48
BASS,PING  # score=5 tier=easy moves=4 avg=22.8 min=17 conc=0.47
BASS,RITE  # score=5 tier=easy moves=4 avg=25.4 min=21 conc=0.47
BASS,FINE  # score=5 tier=easy moves=4 avg=23.8 min=20 conc=0.47
BASS,PINK  # score=5 tier=easy moves=4 avg=23.2 min=19 conc=0.49
BASS,RAID  # score=5 tier=easy moves=4 avg=17.8 min=10 conc=0.42
BASS,FIND  # score=5 tier=easy moves=4 avg=22 min=13 conc=0.46
BASS,DIRK  # score=5 tier=easy moves=4 avg=19.6 min=10 conc=0.42
BATE,LIMA  # score=5 tier=easy moves=4 avg=19.4 min=11 conc=0.46
BATE,LING  # score=5 tier=easy moves=4 avg=23 min=18 conc=0.44
BATE,TONY  # score=5 tier=easy moves=4 avg=18.2 min=12 conc=0.45
BATE,LEND  # score=5 tier=easy moves=4 avg=20.2 min=12 conc=0.47
BATE,PUNK  # score=5 tier=easy moves=4 avg=20.2 min=15 conc=0.45
BATE,LIFT  # score=5 tier=easy moves=4 avg=17.6 min=9 conc=0.47
BATE,WORN  # score=5 tier=easy moves=4 avg=22.6 min=13 conc=0.46
BATE,MAIL  # score=5 tier=easy moves=4 avg=23.4 min=20 conc=0.48
BATE,HUNK  # score=5 tier=easy moves=4 avg=20.2 min=16 conc=0.44
BATE,WORM  # score=5 tier=easy moves=4 avg=22 min=10 conc=0.45
BATH,TILE  # score=5 tier=easy moves=4 avg=20.4 min=14 conc=0.47
BATH,PIKE  # score=5 tier=easy moves=4 avg=18.4 min=14 conc=0.47
BATS,RISE  # score=5 tier=easy moves=4 avg=24.4 min=16 conc=0.48
BATS,NONE  # score=5 tier=easy moves=4 avg=24.6 min=18 conc=0.46
BATS,MELT  # score=5 tier=easy moves=4 avg=20 min=12 conc=0.41
BATS,SEAT  # score=5 tier=easy moves=4 avg=24.4 min=19 conc=0.44
BATS,CONE  # score=5 tier=easy moves=4 avg=26.8 min=25 conc=0.46
BATS,PIKE  # score=5 tier=easy moves=4 avg=22 min=16 conc=0.47
BATS,SEAM  # score=5 tier=easy moves=4 avg=22.2 min=12 conc=0.44
BATS,SEEN  # score=5 tier=easy moves=4 avg=24.6 min=13 conc=0.49
BATS,CORE  # score=5 tier=easy moves=4 avg=26.4 min=19 conc=0.47
BATS,CORD  # score=5 tier=easy moves=4 avg=24.4 min=14 conc=0.46
BAYS,DONE  # score=5 tier=easy moves=4 avg=25.4 min=20 conc=0.44
BAYS,WIRE  # score=5 tier=easy moves=4 avg=25.8 min=20 conc=0.46
BAYS,FORE  # score=5 tier=easy moves=4 avg=26 min=21 conc=0.45
BAYS,FIRE  # score=5 tier=easy moves=4 avg=25.6 min=19 conc=0.42
BAYS,WORE  # score=5 tier=easy moves=4 avg=26.2 min=22 conc=0.49
BAYS,PING  # score=5 tier=easy moves=4 avg=25.4 min=17 conc=0.49
BEAD,HOLT  # score=5 tier=easy moves=4 avg=14.6 min=12 conc=0.42
BEAD,TOUT  # score=5 tier=easy moves=4 avg=14.2 min=12 conc=0.4
BEAD,COLT  # score=5 tier=easy moves=4 avg=15 min=11 conc=0.38
BEAD,SLIM  # score=5 tier=easy moves=4 avg=11.8 min=9 conc=0.41
BEAD,LANE  # score=5 tier=easy moves=4 avg=16.4 min=12 conc=0.46
BEAD,GRIM  # score=5 tier=easy moves=4 avg=11.2 min=9 conc=0.5
BEAD,TONE  # score=5 tier=easy moves=4 avg=16.8 min=12 conc=0.46
BEAD,BALM  # score=5 tier=easy moves=4 avg=13.8 min=10 conc=0.44
BEAD,SEES  # score=5 tier=easy moves=4 avg=19.6 min=12 conc=0.47
BEAD,LARD  # score=5 tier=easy moves=4 avg=14.2 min=12 conc=0.5
BEAD,DRAM  # score=5 tier=easy moves=4 avg=11.4 min=10 conc=0.49
BEAD,HALL  # score=5 tier=easy moves=4 avg=16 min=12 conc=0.44
BEAD,BULL  # score=5 tier=easy moves=4 avg=15.8 min=13 conc=0.49
BEAD,COLD  # score=5 tier=easy moves=4 avg=14.2 min=12 conc=0.45
BEAD,WERE  # score=5 tier=easy moves=4 avg=12.8 min=10 conc=0.49
BEAD,BARE  # score=5 tier=easy moves=4 avg=19.2 min=13 conc=0.41
BEAD,BASE  # score=5 tier=easy moves=4 avg=18.4 min=13 conc=0.42
BEAD,SAID  # score=5 tier=easy moves=4 avg=13.4 min=12 conc=0.52
BEAD,HIRE  # score=5 tier=easy moves=4 avg=13.4 min=12 conc=0.5
BEAM,BIAS  # score=5 tier=easy moves=4 avg=12 min=11 conc=0.53
BEAM,COLT  # score=5 tier=easy moves=4 avg=14.6 min=11 conc=0.39
BEAM,SPAN  # score=5 tier=easy moves=4 avg=10.4 min=8 conc=0.55
BEAM,LORD  # score=5 tier=easy moves=4 avg=12 min=10 conc=0.45
BEAM,COST  # score=5 tier=easy moves=4 avg=14.6 min=11 conc=0.41
BEAM,TELE  # score=5 tier=easy moves=4 avg=13.4 min=9 conc=0.52
BEAM,NETS  # score=5 tier=easy moves=4 avg=16.8 min=11 conc=0.49
BEAM,HOLD  # score=5 tier=easy moves=4 avg=13.4 min=11 conc=0.45
BEAN,HERS  # score=5 tier=easy moves=4 avg=13 min=12 conc=0.49
BEAN,HOLT  # score=5 tier=easy moves=4 avg=16.6 min=14 conc=0.39
BEAN,BETH  # score=5 tier=easy moves=4 avg=16.6 min=7 conc=0.47
BEAN,HEMP  # score=5 tier=easy moves=4 avg=11.2 min=7 conc=0.47
BEAN,ROOT  # score=5 tier=easy moves=4 avg=16.6 min=14 conc=0.43
BEAN,BIRD  # score=5 tier=easy moves=4 avg=13.4 min=8 conc=0.45
BEAN,SCAN  # score=5 tier=easy moves=4 avg=11.4 min=8 conc=0.53
BEAN,WANT  # score=5 tier=easy moves=4 avg=18.6 min=15 conc=0.45
BEAN,BULL  # score=5 tier=easy moves=4 avg=16.2 min=13 conc=0.49
BEAN,HAND  # score=5 tier=easy moves=4 avg=14.8 min=11 conc=0.44
BEAN,FOOT  # score=5 tier=easy moves=4 avg=16 min=12 conc=0.45
BEAR,GRAB  # score=5 tier=easy moves=4 avg=12.8 min=8 conc=0.54
BEAR,BONE  # score=5 tier=easy moves=4 avg=16.4 min=12 conc=0.48
BEAR,THEN  # score=5 tier=easy moves=4 avg=13 min=8 conc=0.49
BEAT,LOSE  # score=5 tier=easy moves=4 avg=18 min=16 conc=0.49
BEAT,FOOD  # score=5 tier=easy moves=4 avg=15.4 min=12 conc=0.46
BEAT,SAND  # score=5 tier=easy moves=4 avg=17.4 min=12 conc=0.48
BEAT,HERE  # score=5 tier=easy moves=4 avg=15 min=12 conc=0.45
BEAT,ROOM  # score=5 tier=easy moves=4 avg=15.6 min=10 conc=0.43
BEAT,WAND  # score=5 tier=easy moves=4 avg=18.2 min=13 conc=0.44
BEAT,STUB  # score=5 tier=easy moves=4 avg=14.6 min=7 conc=0.42
BEAT,DOOM  # score=5 tier=easy moves=4 avg=14.2 min=8 conc=0.45
BEAT,BARD  # score=5 tier=easy moves=4 avg=19.6 min=17 conc=0.43
BEAU,MALT  # score=5 tier=easy moves=4 avg=13.2 min=7 conc=0.5
BEAU,HAND  # score=5 tier=easy moves=4 avg=13.2 min=7 conc=0.52
BEAU,GRAY  # score=5 tier=easy moves=4 avg=10.8 min=7 conc=0.56
BEAU,KEEP  # score=5 tier=easy moves=4 avg=12 min=7 conc=0.55
BEAU,BROS  # score=5 tier=easy moves=4 avg=10.6 min=7 conc=0.54
BEAU,HERE  # score=5 tier=easy moves=4 avg=12.2 min=7 conc=0.55
BEAU,BOLD  # score=5 tier=easy moves=4 avg=12.8 min=7 conc=0.54
BEAU,KEPT  # score=5 tier=easy moves=4 avg=13 min=7 conc=0.51
BEAU,KERN  # score=5 tier=easy moves=4 avg=10.6 min=7 conc=0.51
BEAU,REEL  # score=5 tier=easy moves=4 avg=13 min=7 conc=0.56
BECK,WAND  # score=5 tier=easy moves=4 avg=15.8 min=12 conc=0.45
BECK,PULL  # score=5 tier=easy moves=4 avg=14.4 min=9 conc=0.53
BEDS,PROS  # score=5 tier=easy moves=4 avg=12.4 min=8 conc=0.52
BEEF,DIED  # score=5 tier=easy moves=4 avg=12.6 min=7 conc=0.6
BEEF,LEAF  # score=5 tier=easy moves=4 avg=11.6 min=7 conc=0.57
BEEF,DEAL  # score=5 tier=easy moves=4 avg=12.8 min=7 conc=0.6
BEEF,DEAD  # score=5 tier=easy moves=4 avg=12.8 min=7 conc=0.57
BEEF,SHED  # score=5 tier=easy moves=4 avg=13.6 min=7 conc=0.56
BEEF,FLED  # score=5 tier=easy moves=4 avg=12.2 min=7 conc=0.6
BEEN,ROAD  # score=5 tier=easy moves=4 avg=12.4 min=9 conc=0.43
BEEN,BIND  # score=5 tier=easy moves=4 avg=14.2 min=12 conc=0.46
BEEN,KIDS  # score=5 tier=easy moves=4 avg=17.6 min=12 conc=0.46
BEEN,GOAT  # score=5 tier=easy moves=4 avg=14.4 min=11 conc=0.39
BEEN,AIDS  # score=5 tier=easy moves=4 avg=18 min=12 conc=0.45
BEEN,BITE  # score=5 tier=easy moves=4 avg=21.2 min=12 conc=0.47
BEER,PIGS  # score=5 tier=easy moves=4 avg=14.2 min=8 conc=0.5
BEER,PITS  # score=5 tier=easy moves=4 avg=15.6 min=8 conc=0.49
BEER,KIDS  # score=5 tier=easy moves=4 avg=18 min=14 conc=0.48
BEES,SITE  # score=5 tier=easy moves=4 avg=24 min=19 conc=0.49
BEES,SCAM  # score=5 tier=easy moves=4 avg=19.4 min=11 conc=0.45
BEES,THIN  # score=5 tier=easy moves=4 avg=16.2 min=8 conc=0.45
BELL,SAND  # score=5 tier=easy moves=4 avg=15.8 min=11 conc=0.45
BELL,REEF  # score=5 tier=easy moves=4 avg=13 min=7 conc=0.58
BELT,MATE  # score=5 tier=easy moves=4 avg=15.6 min=12 conc=0.39
BELT,RAND  # score=5 tier=easy moves=4 avg=15.2 min=12 conc=0.49
BELT,NEED  # score=5 tier=easy moves=4 avg=13.2 min=9 conc=0.61
BELT,KART  # score=5 tier=easy moves=4 avg=13.2 min=9 conc=0.51
BELT,LOAD  # score=5 tier=easy moves=4 avg=14.4 min=10 conc=0.42
BELT,REEL  # score=5 tier=easy moves=4 avg=12 min=9 conc=0.54
BELT,HALO  # score=5 tier=easy moves=4 avg=12.2 min=7 conc=0.47
BELT,STAB  # score=5 tier=easy moves=4 avg=15.8 min=10 conc=0.43
BELT,SALE  # score=5 tier=easy moves=4 avg=14.2 min=7 conc=0.45
BELT,STAR  # score=5 tier=easy moves=4 avg=15.8 min=10 conc=0.43
BELT,HART  # score=5 tier=easy moves=4 avg=15 min=12 conc=0.4
BELT,SEEM  # score=5 tier=easy moves=4 avg=16 min=12 conc=0.41
BELT,MAKE  # score=5 tier=easy moves=4 avg=17.4 min=12 conc=0.42
BELT,FLED  # score=5 tier=easy moves=4 avg=12.4 min=9 conc=0.55
BELT,PUSH  # score=5 tier=easy moves=4 avg=13.8 min=12 conc=0.55
BEND,COLE  # score=5 tier=easy moves=4 avg=16.4 min=12 conc=0.47
BEND,GRAM  # score=5 tier=easy moves=4 avg=12.8 min=11 conc=0.5
BEND,CODE  # score=5 tier=easy moves=4 avg=18.2 min=12 conc=0.45
BEND,NOTE  # score=5 tier=easy moves=4 avg=16 min=12 conc=0.48
BEND,RATS  # score=5 tier=easy moves=4 avg=24.2 min=17 conc=0.44
BEND,PACK  # score=5 tier=easy moves=4 avg=18.2 min=17 conc=0.45
BEND,LAKE  # score=5 tier=easy moves=4 avg=18.4 min=12 conc=0.48
BEND,TOLL  # score=5 tier=easy moves=4 avg=14.6 min=12 conc=0.47
BEND,HARE  # score=5 tier=easy moves=4 avg=17.8 min=11 conc=0.43
BEND,NOSE  # score=5 tier=easy moves=4 avg=15.8 min=12 conc=0.47
BEND,MATS  # score=5 tier=easy moves=4 avg=23.4 min=17 conc=0.42
BEND,CART  # score=5 tier=easy moves=4 avg=19.6 min=17 conc=0.42
BEND,RAGS  # score=5 tier=easy moves=4 avg=22.8 min=17 conc=0.44
BEND,PALM  # score=5 tier=easy moves=4 avg=13 min=9 conc=0.46
BEND,CAPE  # score=5 tier=easy moves=4 avg=21.2 min=17 conc=0.43
BEND,CALL  # score=5 tier=easy moves=4 avg=17.4 min=11 conc=0.45
BEND,CAME  # score=5 tier=easy moves=4 avg=22 min=17 conc=0.42
BEND,GRAN  # score=5 tier=easy moves=4 avg=12.2 min=8 conc=0.53
BEND,TASK  # score=5 tier=easy moves=4 avg=14.6 min=8 conc=0.43
BEND,SAKE  # score=5 tier=easy moves=4 avg=18.6 min=12 conc=0.49
BEND,CARP  # score=5 tier=easy moves=4 avg=18.2 min=13 conc=0.47
BEND,MAPS  # score=5 tier=easy moves=4 avg=22.4 min=17 conc=0.43
BEND,TAKE  # score=5 tier=easy moves=4 avg=19.8 min=17 conc=0.46
BEND,DARN  # score=5 tier=easy moves=4 avg=17.2 min=13 conc=0.44
BEND,PACE  # score=5 tier=easy moves=4 avg=20.6 min=17 conc=0.42
BEND,EASE  # score=5 tier=easy moves=4 avg=17.8 min=10 conc=0.44
BEND,COPE  # score=5 tier=easy moves=4 avg=18.8 min=12 conc=0.43
BEND,SOLO  # score=5 tier=easy moves=4 avg=13.8 min=10 conc=0.49
BENT,WARP  # score=5 tier=easy moves=4 avg=18.6 min=12 conc=0.49
BENT,HOLD  # score=5 tier=easy moves=4 avg=17.2 min=13 conc=0.45
BENT,ROOT  # score=5 tier=easy moves=4 avg=17.8 min=14 conc=0.45
BENT,WARD  # score=5 tier=easy moves=4 avg=20 min=15 conc=0.45
BENT,MATT  # score=5 tier=easy moves=4 avg=15.6 min=8 conc=0.48
BENT,TOES  # score=5 tier=easy moves=4 avg=22.6 min=18 conc=0.49
BENT,WARE  # score=5 tier=easy moves=4 avg=21.8 min=15 conc=0.43
BEST,PANS  # score=5 tier=easy moves=4 avg=19 min=13 conc=0.49
BEST,SOFT  # score=5 tier=easy moves=4 avg=13.6 min=7 conc=0.49
BEST,BOOM  # score=5 tier=easy moves=4 avg=16 min=10 conc=0.46
BEST,STAY  # score=5 tier=easy moves=4 avg=16.6 min=10 conc=0.47
BEST,PORK  # score=5 tier=easy moves=4 avg=14.8 min=9 conc=0.51
BEST,LOAN  # score=5 tier=easy moves=4 avg=15.6 min=11 conc=0.46
BETA,BYTE  # score=5 tier=easy moves=4 avg=12.2 min=7 conc=0.47
BETA,BEAN  # score=5 tier=easy moves=4 avg=17 min=9 conc=0.49
BETA,WASH  # score=5 tier=easy moves=4 avg=12.6 min=7 conc=0.57
BETA,DASH  # score=5 tier=easy moves=4 avg=12.2 min=7 conc=0.6
BETA,MARS  # score=5 tier=easy moves=4 avg=24.6 min=9 conc=0.48
BETA,BANE  # score=5 tier=easy moves=4 avg=16 min=7 conc=0.47
BETH,SIMS  # score=5 tier=easy moves=4 avg=18.2 min=7 conc=0.48
BETH,MAPS  # score=5 tier=easy moves=4 avg=17.2 min=7 conc=0.46
BETH,SEEM  # score=5 tier=easy moves=4 avg=19.4 min=7 conc=0.49
BETH,BARD  # score=5 tier=easy moves=4 avg=18.6 min=7 conc=0.44
BETH,MADE  # score=5 tier=easy moves=4 avg=15.4 min=7 conc=0.42
BETH,BIKE  # score=5 tier=easy moves=4 avg=16.4 min=7 conc=0.46
BETH,BONE  # score=5 tier=easy moves=4 avg=18.2 min=7 conc=0.46
BETH,PICS  # score=5 tier=easy moves=4 avg=18.8 min=7 conc=0.47
BETH,BANG  # score=5 tier=easy moves=4 avg=17.8 min=7 conc=0.48
BETH,PIES  # score=5 tier=easy moves=4 avg=19.4 min=7 conc=0.45
BETH,FAME  # score=5 tier=easy moves=4 avg=17.2 min=7 conc=0.48
BETH,DAME  # score=5 tier=easy moves=4 avg=17 min=7 conc=0.49
BETH,SEAL  # score=5 tier=easy moves=4 avg=18.4 min=7 conc=0.49
BETH,MARS  # score=5 tier=easy moves=4 avg=17.8 min=7 conc=0.42
BETS,DARE  # score=5 tier=easy moves=4 avg=26.8 min=23 conc=0.43
BETS,MAGE  # score=5 tier=easy moves=4 avg=26.2 min=17 conc=0.49
BETS,MARE  # score=5 tier=easy moves=4 avg=28.4 min=24 conc=0.44
BETS,SANE  # score=5 tier=easy moves=4 avg=27 min=24 conc=0.42
BETS,PIKE  # score=5 tier=easy moves=4 avg=20.4 min=16 conc=0.48
BETS,CANT  # score=5 tier=easy moves=4 avg=22.2 min=9 conc=0.49
BETS,CONE  # score=5 tier=easy moves=4 avg=25.6 min=24 conc=0.44
BETS,MARK  # score=5 tier=easy moves=4 avg=26.6 min=19 conc=0.47
BETS,SCAM  # score=5 tier=easy moves=4 avg=18 min=11 conc=0.46
BETS,MANY  # score=5 tier=easy moves=4 avg=23.8 min=8 conc=0.47
BETS,PING  # score=5 tier=easy moves=4 avg=24.4 min=17 conc=0.48
BIAS,PROF  # score=5 tier=easy moves=4 avg=9.8 min=8 conc=0.6
BIAS,PROD  # score=5 tier=easy moves=4 avg=10.2 min=8 conc=0.56
BIAS,PROM  # score=5 tier=easy moves=4 avg=10.2 min=8 conc=0.56
BIAS,GRAM  # score=5 tier=easy moves=4 avg=11.6 min=11 conc=0.52
BIAS,MEAD  # score=5 tier=easy moves=4 avg=12 min=11 conc=0.52
BIAS,PROP  # score=5 tier=easy moves=4 avg=10.6 min=8 conc=0.54
BIDS,PROG  # score=5 tier=easy moves=4 avg=10.8 min=8 conc=0.58
BIDS,SEED  # score=5 tier=easy moves=4 avg=23.2 min=18 conc=0.44
BIKE,PALM  # score=5 tier=easy moves=4 avg=17.4 min=9 conc=0.46
BIKE,LAND  # score=5 tier=easy moves=4 avg=18.4 min=12 conc=0.46
BIKE,MARK  # score=5 tier=easy moves=4 avg=20.4 min=16 conc=0.45
BIKE,POTS  # score=5 tier=easy moves=4 avg=21.8 min=16 conc=0.49
BIKE,BURN  # score=5 tier=easy moves=4 avg=18 min=14 conc=0.49
BIKE,CART  # score=5 tier=easy moves=4 avg=22 min=16 conc=0.45
BIKE,CUTS  # score=5 tier=easy moves=4 avg=16.8 min=12 conc=0.47
BIKE,LAMA  # score=5 tier=easy moves=4 avg=17.2 min=8 conc=0.47
BIKE,HERB  # score=5 tier=easy moves=4 avg=13.6 min=9 conc=0.58
BIKE,MATH  # score=5 tier=easy moves=4 avg=19.4 min=15 conc=0.46
BIKE,LARS  # score=5 tier=easy moves=4 avg=22.8 min=16 conc=0.45
BIKE,BUNK  # score=5 tier=easy moves=4 avg=19.2 min=16 conc=0.46
BIKE,MART  # score=5 tier=easy moves=4 avg=20.2 min=16 conc=0.45
BIKE,HANK  # score=5 tier=easy moves=4 avg=18.8 min=16 conc=0.46
BIKE,RANK  # score=5 tier=easy moves=4 avg=18.2 min=13 conc=0.48
BIKE,TANK  # score=5 tier=easy moves=4 avg=18 min=12 conc=0.49
BIKE,BOSS  # score=5 tier=easy moves=4 avg=18.8 min=16 conc=0.47
BIKE,LIST  # score=5 tier=easy moves=4 avg=13.6 min=9 conc=0.48
BILL,BARN  # score=5 tier=easy moves=4 avg=18.8 min=11 conc=0.49
BIND,CAMS  # score=5 tier=easy moves=4 avg=20 min=14 conc=0.4
BIND,CASE  # score=5 tier=easy moves=4 avg=20.6 min=14 conc=0.41
BIND,DEAL  # score=5 tier=easy moves=4 avg=15.2 min=12 conc=0.48
BIND,BECK  # score=5 tier=easy moves=4 avg=16 min=12 conc=0.46
BIND,GOOD  # score=5 tier=easy moves=4 avg=12.8 min=11 conc=0.42
BIND,SAME  # score=5 tier=easy moves=4 avg=18.8 min=12 conc=0.39
BIND,PAYS  # score=5 tier=easy moves=4 avg=22 min=14 conc=0.41
BIND,FORM  # score=5 tier=easy moves=4 avg=13 min=11 conc=0.41
BIND,LORD  # score=5 tier=easy moves=4 avg=12.4 min=10 conc=0.4
BIND,WARN  # score=5 tier=easy moves=4 avg=15.8 min=13 conc=0.43
BIND,LOSE  # score=5 tier=easy moves=4 avg=17 min=12 conc=0.44
BIND,WARP  # score=5 tier=easy moves=4 avg=14.8 min=12 conc=0.47
BIND,CAPE  # score=5 tier=easy moves=4 avg=20.6 min=14 conc=0.41
BIND,SAYS  # score=5 tier=easy moves=4 avg=18.4 min=12 conc=0.42
BIND,EARS  # score=5 tier=easy moves=4 avg=19.6 min=14 conc=0.45
BIND,DOME  # score=5 tier=easy moves=4 avg=18.4 min=12 conc=0.42
BIND,POLY  # score=5 tier=easy moves=4 avg=12.4 min=9 conc=0.36
BIND,LACE  # score=5 tier=easy moves=4 avg=17.6 min=12 conc=0.4
BIND,NEAT  # score=5 tier=easy moves=4 avg=15.4 min=13 conc=0.46
BIND,HEAP  # score=5 tier=easy moves=4 avg=13 min=9 conc=0.46
BIND,TOLL  # score=5 tier=easy moves=4 avg=14 min=12 conc=0.45
BIND,LEAN  # score=5 tier=easy moves=4 avg=15.6 min=14 conc=0.48
BIND,CART  # score=5 tier=easy moves=4 avg=19 min=14 conc=0.4
BIND,LASS  # score=5 tier=easy moves=4 avg=20.2 min=14 conc=0.42
BIND,WERE  # score=5 tier=easy moves=4 avg=17.4 min=10 conc=0.45
BIND,NOPE  # score=5 tier=easy moves=4 avg=15.6 min=12 conc=0.48
BIND,HEAL  # score=5 tier=easy moves=4 avg=15 min=12 conc=0.48
BIND,HOLY  # score=5 tier=easy moves=4 avg=14 min=11 conc=0.48
BIND,WATT  # score=5 tier=easy moves=4 avg=13.2 min=8 conc=0.43
BIND,CARE  # score=5 tier=easy moves=4 avg=21.6 min=14 conc=0.37
BIND,RARE  # score=5 tier=easy moves=4 avg=19.8 min=14 conc=0.41
BINS,RATE  # score=5 tier=easy moves=4 avg=27.8 min=26 conc=0.47
BINS,GOLD  # score=5 tier=easy moves=4 avg=16.4 min=12 conc=0.48
BINS,MACK  # score=5 tier=easy moves=4 avg=23 min=18 conc=0.49
BINS,CARB  # score=5 tier=easy moves=4 avg=23.2 min=13 conc=0.49
BINS,SAME  # score=5 tier=easy moves=4 avg=25.8 min=22 conc=0.46
BINS,MACH  # score=5 tier=easy moves=4 avg=21.2 min=9 conc=0.44
BINS,CAME  # score=5 tier=easy moves=4 avg=23.8 min=20 conc=0.45
BINS,CARD  # score=5 tier=easy moves=4 avg=24.8 min=20 conc=0.44
BIRD,SING  # score=5 tier=easy moves=4 avg=12.6 min=8 conc=0.48
BIRD,HATE  # score=5 tier=easy moves=4 avg=18.8 min=8 conc=0.44
BIRD,SENT  # score=5 tier=easy moves=4 avg=14.2 min=8 conc=0.53
BIRD,SAKE  # score=5 tier=easy moves=4 avg=19.4 min=8 conc=0.43
BIRD,MACK  # score=5 tier=easy moves=4 avg=17.6 min=8 conc=0.45
BIRD,CAME  # score=5 tier=easy moves=4 avg=21.6 min=8 conc=0.39
BIRD,MACS  # score=5 tier=easy moves=4 avg=21 min=8 conc=0.42
BIRD,DAYS  # score=5 tier=easy moves=4 avg=22.8 min=8 conc=0.45
BIRD,WOOD  # score=5 tier=easy moves=4 avg=14.8 min=8 conc=0.43
BIRD,PIGS  # score=5 tier=easy moves=4 avg=19.6 min=8 conc=0.48
BIRD,SAYS  # score=5 tier=easy moves=4 avg=22.2 min=8 conc=0.46
BIRD,CAMS  # score=5 tier=easy moves=4 avg=20.2 min=8 conc=0.41
BIRD,CAPS  # score=5 tier=easy moves=4 avg=21.6 min=8 conc=0.42
BIRD,LAKE  # score=5 tier=easy moves=4 avg=19.2 min=8 conc=0.44
BIRD,BELT  # score=5 tier=easy moves=4 avg=14.6 min=8 conc=0.47
BIRD,TENT  # score=5 tier=easy moves=4 avg=13.8 min=8 conc=0.55
BIRD,EASE  # score=5 tier=easy moves=4 avg=16.8 min=8 conc=0.43
BIRD,LASS  # score=5 tier=easy moves=4 avg=18.4 min=8 conc=0.46
BIRD,CONE  # score=5 tier=easy moves=4 avg=15.8 min=8 conc=0.41
BIRD,CATS  # score=5 tier=easy moves=4 avg=21.2 min=8 conc=0.43
BIRD,BECK  # score=5 tier=easy moves=4 avg=16.2 min=8 conc=0.49
BIRD,FITS  # score=5 tier=easy moves=4 avg=16.8 min=8 conc=0.48
BIRD,RACK  # score=5 tier=easy moves=4 avg=17.2 min=8 conc=0.47
BIRD,HORN  # score=5 tier=easy moves=4 avg=13.6 min=8 conc=0.51
BIRD,MADE  # score=5 tier=easy moves=4 avg=20.6 min=8 conc=0.4
BIRD,NONE  # score=5 tier=easy moves=4 avg=14.4 min=8 conc=0.44
BIRD,WORE  # score=5 tier=easy moves=4 avg=16.8 min=8 conc=0.44
BIRD,CAKE  # score=5 tier=easy moves=4 avg=21.4 min=8 conc=0.39
